station_id,stationame,month_beginning,avg_weekday_rides,avg_saturday_rides,avg_sunday-holiday_rides,monthtotal
41460,Irving Park-Brown,8/1/21,996.4,858.8,580.8,28259
41440,Addison-Brown,8/1/21,728.1,580.3,472.8,20703
41310,Paulina,8/1/21,1099.9,1094.3,775.2,32450
40360,Southport,8/1/21,1266.5,1418.5,1031.2,38694
41210,Wellington,8/1/21,1154,953.5,639.2,32399
40530,Diversey,8/1/21,2040.7,1798.3,1279.6,58486
40660,Armitage,8/1/21,1593.9,1757.8,1201.6,48104
40800,Sedgwick,8/1/21,1713.9,2438,1739.6,56155
40710,Chicago/Franklin,8/1/21,2644.3,2482.3,2104.2,78625
40460,Merchandise Mart,8/1/21,2399.2,1887.5,1311,66887
40930,Midway Airport,8/1/21,3727.8,2399.8,2322.4,103223
40960,Pulaski-Orange,8/1/21,2201,1343.8,1102.6,59309
41150,Kedzie-Midway,8/1/21,1689,1099,833,45718
40310,Western-Orange,8/1/21,1717,1057.3,846.2,46233
40120,35th/Archer,8/1/21,1314.4,849.8,650,35566
41060,Ashland-Orange,8/1/21,816,562.8,455.2,22479
41130,Halsted-Orange,8/1/21,1047,672.5,548.2,28464
40730,Washington/Wells,8/1/21,2618.1,794.5,617.4,63863
40040,Quincy/Wells,8/1/21,2254,1039.8,949,58492
40160,LaSalle/Van Buren,8/1/21,864.1,449.5,324,22429
40850,Library,8/1/21,1467.8,1344,1413.2,44734
40680,Adams/Wabash,8/1/21,2358,2618,2641.2,75553
41700,Washington/Wabash,8/1/21,4794.2,4543,3893,143109
40260,State/Lake,8/1/21,4983.2,8763,5915,174258
40380,Clark/Lake,8/1/21,6335.3,4318.5,4125,177275
40900,Howard,9/1/21,2614.9,2028.3,1601.2,71031
41190,Jarvis,9/1/21,775.4,730.5,548.2,21946
40100,Morse,9/1/21,2116.3,1739,1359,58194
41300,Loyola,9/1/21,3366.5,3614.3,2231.2,96310
40760,Granville,9/1/21,1895.5,2038.5,1332,54619
40880,Thorndale,9/1/21,1390.1,1076.5,823,37614
41380,Bryn Mawr,9/1/21,2014.1,1875.3,1425,56922
40340,Berwyn,9/1/21,0,0,0,0
41200,Argyle,9/1/21,2090.8,2199.5,1602,60715
40770,Lawrence,9/1/21,0,0,0,0
40540,Wilson,9/1/21,4303.6,3749.5,2642.8,118587
40080,Sheridan,9/1/21,2238.9,2140,1482.2,62987
41420,Addison-North Main,9/1/21,5273.3,10378.5,6776,186134
41320,Belmont-North Main,9/1/21,5585,7070.3,4996.6,170549
41220,Fullerton,9/1/21,7935.4,6702.3,4599.2,216449
40650,North/Clybourn,9/1/21,2598,2626.8,1873.2,74430
40630,Clark/Division,9/1/21,4300.2,5013.3,3445.8,127587
41450,Chicago/State,9/1/21,6814.7,6935.5,5131,196505
40330,Grand/State,9/1/21,4783.6,8514.5,5966.2,164345
41660,Lake/State,9/1/21,8201.4,9083.5,6598.8,241558
41090,Monroe/State,9/1/21,2930.8,2641.3,1921.8,81721
40560,Jackson/State,9/1/21,3867.5,2317,1681,98891
41490,Harrison,9/1/21,2433.7,2695,1835.8,71067
41400,Roosevelt,9/1/21,5580.9,7121.8,5240.2,171886
41000,Cermak-Chinatown,9/1/21,2295.1,3636.3,2862.8,77057
40190,Sox-35th-Dan Ryan,9/1/21,2647.6,2254.5,1413.4,71684
41230,47th-Dan Ryan,9/1/21,1388,998,801.6,37149
41170,Garfield-Dan Ryan,9/1/21,1428.9,1105.3,773.4,38294
40910,63rd-Dan Ryan,9/1/21,1319.4,911.8,778,35245
40990,69th,9/1/21,2098.8,1525.3,1251.8,56435
40240,79th,9/1/21,2825.5,2029.8,1620.8,75558
41430,87th,9/1/21,1731.3,1217.5,965,46053
40450,95th/Dan Ryan,9/1/21,4190.4,2525.5,2031,108255
41050,Linden,9/1/21,448.6,455.5,310.2,12793
41250,Central-Evanston,9/1/21,433,616,159.4,12355
40400,Noyes,9/1/21,453.8,364.5,242.2,12199
40520,Foster,9/1/21,406.6,381.3,238.4,11256
40050,Davis,9/1/21,1504,1383.3,972.8,41980
40690,Dempster,9/1/21,372.4,396.3,300.2,10906
40270,Main,9/1/21,529.4,481.5,303,14559
40840,South Boulevard,9/1/21,341.3,216,184.4,8954
40140,Dempster-Skokie,9/1/21,833.3,675.3,498.8,22695
41680,Oakton-Skokie,9/1/21,461.6,231.3,158,11408
40890,O'Hare Airport,9/1/21,6809.9,5917.5,6804,200697
40820,Rosemont,9/1/21,2968.3,2546.5,1868.8,81865
40230,Cumberland,9/1/21,1591.2,1116.5,776.8,41765
40750,Harlem-O'Hare,9/1/21,1448.4,753,549.8,36178
41280,Jefferson Park,9/1/21,3341.7,2031,1570.8,86154
41330,Montrose-O'Hare,9/1/21,929,581,427.2,23968
40550,Irving Park-O'Hare,9/1/21,2016.9,1349.3,1024.2,52872
41240,Addison-O'Hare,9/1/21,1450.6,888.8,676.2,37399
40060,Belmont-O'Hare,9/1/21,2602.1,1721,1262.6,67841
41020,Logan Square,9/1/21,3062.9,2335.8,1842.8,82877
40570,California/Milwaukee,9/1/21,2381.4,2025.8,1424,65233
40670,Western/Milwaukee,9/1/21,2270,1679.8,1280,60788
40590,Damen/Milwaukee,9/1/21,2789.2,3039.3,2222,81841
40320,Division/Milwaukee,9/1/21,2746.8,2400.8,1775.2,76162
41410,Chicago/Milwaukee,9/1/21,1835.2,1228.8,946,48184
40490,Grand/Milwaukee,9/1/21,1342.2,1321.5,1107.2,39009
40370,Washington/Dearborn,9/1/21,5324.3,4248.3,3727.8,147442
40790,Monroe/Dearborn,9/1/21,2422.8,1147.3,1122.2,61079
40070,Jackson/Dearborn,9/1/21,2883.3,1589.5,1333.8,73577
41340,LaSalle,9/1/21,1631,974.8,904.8,42674
40430,Clinton-Forest Park,9/1/21,1181.7,821.8,745,31828
40350,UIC-Halsted,9/1/21,4440.9,1595.8,1184.8,105565
40470,Racine,9/1/21,1220.8,705.5,512.2,31020
40810,Medical Center,9/1/21,1508.2,710.8,456.4,36797
40220,Western-Forest Park,9/1/21,851.7,630.8,435.8,22587
40250,Kedzie-Homan-Forest Park,9/1/21,898.6,734,569,24651
40920,Pulaski-Forest Park,9/1/21,982.4,786.3,702,27286
40970,Cicero-Forest Park,9/1/21,668.1,470.3,352.4,17674
40010,Austin-Forest Park,9/1/21,735.1,361.8,319.8,18484
40180,Oak Park-Forest Park,9/1/21,590.6,300.5,200,14605
40980,Harlem-Forest Park,9/1/21,537,328.8,204.6,13614
40390,Forest Park,9/1/21,1298.6,736.8,577.6,33105
41030,Polk,9/1/21,1966,643,522.6,46472
40830,18th,9/1/21,1103.3,1022.3,769,31103
40210,Damen-Cermak,9/1/21,1075.2,733.5,557,28298
40740,Western-Cermak,9/1/21,740.9,567.8,396,19810
40440,California-Cermak,9/1/21,1250.2,1501.5,1019.4,37357
41040,Kedzie-Cermak,9/1/21,877.5,1214.3,987.6,28222
40780,Central Park,9/1/21,617.8,540.5,384,17055
40150,Pulaski-Cermak,9/1/21,624.4,431.3,349.6,16586
40600,Kostner,9/1/21,245.3,125.5,109,6198
40420,Cicero-Cermak,9/1/21,727.1,571.5,462.4,19868
40580,54th/Cermak,9/1/21,1380.7,938,730.2,36397
40020,Harlem-Lake,9/1/21,1651,1299.8,955.4,44648
41350,Oak Park-Lake,9/1/21,571.7,440,312.8,15329
40610,Ridgeland,9/1/21,491.2,333,233.6,12816
41260,Austin-Lake,9/1/21,853.1,544,407.6,22129
40280,Central-Lake,9/1/21,1030.2,725,541.6,27243
40700,Laramie,9/1/21,571.5,362.8,265.2,14779
40480,Cicero-Lake,9/1/21,622.1,417.3,282.4,16146
40030,Pulaski-Lake,9/1/21,786.7,621.3,488.4,21448
41670,Conservatory,9/1/21,539.6,473.8,402.4,15238
41070,Kedzie-Lake,9/1/21,698.9,435.8,343.4,18136
41360,California-Lake,9/1/21,561.7,382.5,287,14761
40170,Ashland-Lake,9/1/21,1418,2370.3,1707.8,47797
41510,Morgan-Lake,9/1/21,1942,2672.3,1849.2,60718
41160,Clinton-Lake,9/1/21,1701.2,1303,951.6,45696
41690,Cermak-McCormick Place,9/1/21,934.5,974,701.4,27027
41120,35-Bronzeville-IIT,9/1/21,1126.7,842,582,29939
40300,Indiana,9/1/21,373,200,176.4,9516
41270,43rd,9/1/21,456,288.8,240.4,11934
41080,47th-South Elevated,9/1/21,499.1,342.5,289.4,13298
40130,51st,9/1/21,470.5,334.8,296,12700
40510,Garfield-South Elevated,9/1/21,532.5,412.5,373.6,14700
41140,King Drive,9/1/21,235.5,157.3,144.4,6297
40720,East 63rd-Cottage Grove,9/1/21,491.3,341.5,301.8,13192
40940,Halsted/63rd,9/1/21,302.1,187.8,127,7731
40290,Ashland/63rd,9/1/21,521.9,349.3,289.6,13805
41290,Kimball,9/1/21,2154.8,1543.5,1146.8,57158
41180,Kedzie-Brown,9/1/21,1054.4,861.8,634.2,28761
40870,Francisco,9/1/21,746,492.8,421.8,19745
41010,Rockwell,9/1/21,698.5,536,327.2,18449
41480,Western-Brown,9/1/21,1777.1,1648.8,1069,49260
40090,Damen-Brown,9/1/21,1351.6,922.8,595.4,35052
41500,Montrose-Brown,9/1/21,1116.9,904.3,605.6,30099
41460,Irving Park-Brown,9/1/21,1191.1,911.5,621.4,31767
41440,Addison-Brown,9/1/21,992.7,629.5,459.6,25663
41310,Paulina,9/1/21,1262.2,1163,735.4,34836
40360,Southport,9/1/21,1483.8,1867.5,1186,44559
41210,Wellington,9/1/21,1386.7,1204.3,700.8,37442
40530,Diversey,9/1/21,2383.6,2117.3,1393,65489
40660,Armitage,9/1/21,2195,1865.8,1104.4,59081
40800,Sedgwick,9/1/21,1931,2118.3,1402.4,56035
40710,Chicago/Franklin,9/1/21,2958.8,2333.3,1579,79362
40460,Merchandise Mart,9/1/21,2430.8,1699.3,1133.2,63510
40930,Midway Airport,9/1/21,4641,2535.8,2293.4,119070
40960,Pulaski-Orange,9/1/21,3026,1365.5,1127,74643
41150,Kedzie-Midway,9/1/21,2150.7,1137.3,844.6,53936
40310,Western-Orange,9/1/21,2045.8,1101.5,907.8,51907
40120,35th/Archer,9/1/21,1658.8,854.3,638.4,41443
41060,Ashland-Orange,9/1/21,958.2,563,453.8,24643
41130,Halsted-Orange,9/1/21,1399.4,687.3,535.8,34816
40730,Washington/Wells,9/1/21,2827,884.5,681.6,66314
40040,Quincy/Wells,9/1/21,2367,1096.5,1059,59387
40160,LaSalle/Van Buren,9/1/21,973.9,509.3,354.2,24260
40850,Library,9/1/21,2408.2,1513,1124.2,62246
40680,Adams/Wabash,9/1/21,3281.3,2131,1585.6,85359
41700,Washington/Wabash,9/1/21,5327.3,4426.3,3431.2,146734
40260,State/Lake,9/1/21,5521.9,6141,5010,165573
40380,Clark/Lake,9/1/21,6686,4470.8,4331.8,179947
40900,Howard,10/1/21,2617.9,2060,1536.6,72958
41190,Jarvis,10/1/21,765.2,714.2,518.4,22233
40100,Morse,10/1/21,2153.2,1714.6,1282.4,60202
41300,Loyola,10/1/21,3155,3226,2025.8,92513
40760,Granville,10/1/21,1966.7,2089.8,1298,58239
40880,Thorndale,10/1/21,1391.7,1101.6,818.4,38826
41380,Bryn Mawr,10/1/21,1912,1814.6,1319.6,55824
40340,Berwyn,10/1/21,0,0,0,0
41200,Argyle,10/1/21,2079.2,2313.6,1640,63431
40770,Lawrence,10/1/21,0,0,0,0
40540,Wilson,10/1/21,4303.1,3928.4,2650.4,123259
40080,Sheridan,10/1/21,2207.9,2110.4,1720,65518
41420,Addison-North Main,10/1/21,3350.1,4683.6,4005.8,113799
41320,Belmont-North Main,10/1/21,5619.7,7537.2,5863.2,185015
41220,Fullerton,10/1/21,7889.5,6639.6,4804,222898
40650,North/Clybourn,10/1/21,2519.1,2609.4,1949.6,75697
40630,Clark/Division,10/1/21,4194.7,4400.4,3958,129881
41450,Chicago/State,10/1/21,6563.8,6418,4936.8,194613
40330,Grand/State,10/1/21,4543.8,7206,5775,160325
41660,Lake/State,10/1/21,7879.1,7952,6237.4,236409
41090,Monroe/State,10/1/21,2921.4,2501.8,2084.4,84281
40560,Jackson/State,10/1/21,3747.2,2286.4,2704.4,103646
41490,Harrison,10/1/21,2414.2,2497.2,2409.2,75230
41400,Roosevelt,10/1/21,5535.3,5584.4,6301.2,175669
41000,Cermak-Chinatown,10/1/21,2259.5,3741.2,3304.6,82678
40190,Sox-35th-Dan Ryan,10/1/21,2227.3,1666.2,2132,65764
41230,47th-Dan Ryan,10/1/21,1339.9,955.6,749.4,36663
41170,Garfield-Dan Ryan,10/1/21,1461.2,1262.2,765.8,40825
40910,63rd-Dan Ryan,10/1/21,1303.6,946,755.2,35881
40990,69th,10/1/21,2141.5,1550.6,1113.8,58293
40240,79th,10/1/21,2843.9,2056.8,1600.6,78009
41430,87th,10/1/21,1692.7,1185,914.8,46045
40450,95th/Dan Ryan,10/1/21,4202,2657.8,1994.8,111506
41050,Linden,10/1/21,364,242.4,183,9772
41250,Central-Evanston,10/1/21,365.2,624.2,134.4,11463
40400,Noyes,10/1/21,559.1,507.4,284.8,15703
40520,Foster,10/1/21,458.3,545.6,259.2,13648
40050,Davis,10/1/21,1549,1527.2,890,44616
40690,Dempster,10/1/21,373.4,425.6,288.6,11413
40270,Main,10/1/21,525.3,469.4,297.4,14865
40840,South Boulevard,10/1/21,334,217.6,162.6,8914
40140,Dempster-Skokie,10/1/21,737.6,451,312,19305
41680,Oakton-Skokie,10/1/21,458.6,233.8,136,11480
40890,O'Hare Airport,10/1/21,6926.1,5979.6,6523.6,207964
40820,Rosemont,10/1/21,2920.5,2337.6,1738.8,81712
40230,Cumberland,10/1/21,1548,1028,786.6,41581
40750,Harlem-O'Hare,10/1/21,1429.6,730.2,562.4,36485
41280,Jefferson Park,10/1/21,3304.4,2014,1532.8,87127
41330,Montrose-O'Hare,10/1/21,964,620.6,427.4,25484
40550,Irving Park-O'Hare,10/1/21,2002.5,1280.4,984.2,53375
41240,Addison-O'Hare,10/1/21,1401.9,777,533.8,35993
40060,Belmont-O'Hare,10/1/21,2585.1,1689.2,1262.6,69046
41020,Logan Square,10/1/21,3073.9,2285.6,1702.8,84493
40570,California/Milwaukee,10/1/21,2343.4,1920.6,1340.8,65518
40670,Western/Milwaukee,10/1/21,2324.8,1685.8,1280,63649
40590,Damen/Milwaukee,10/1/21,2785.3,2892.2,2089.4,83399
40320,Division/Milwaukee,10/1/21,2891.5,2248.8,1675.2,80342
41410,Chicago/Milwaukee,10/1/21,1650.7,1061.8,787.8,43913
40490,Grand/Milwaukee,10/1/21,1349.8,1196.4,985,39253
40370,Washington/Dearborn,10/1/21,5439.8,4274.2,3640,153807
40790,Monroe/Dearborn,10/1/21,2518.9,1215.2,1120.6,64576
40070,Jackson/Dearborn,10/1/21,2900.3,1555.2,1942,78393
41340,LaSalle,10/1/21,1618.7,1014.4,1074.2,44435
40430,Clinton-Forest Park,10/1/21,1214.9,818.6,804.6,33629
40350,UIC-Halsted,10/1/21,4113.7,1524,1569,101852
40470,Racine,10/1/21,1211,768.4,674.6,32645
40810,Medical Center,10/1/21,1503.6,758.6,493.2,37834
40220,Western-Forest Park,10/1/21,827.8,563.8,423.6,22321
40250,Kedzie-Homan-Forest Park,10/1/21,825.1,547.8,410.2,22118
40920,Pulaski-Forest Park,10/1/21,982.8,834.4,687.6,28248
40970,Cicero-Forest Park,10/1/21,648.5,467.8,335.8,17637
40010,Austin-Forest Park,10/1/21,723.6,360.8,288.6,18442
40180,Oak Park-Forest Park,10/1/21,588.5,276.2,206.4,14771
40980,Harlem-Forest Park,10/1/21,503.4,299.8,192.6,13034
40390,Forest Park,10/1/21,1257.7,730,576.2,32943
41030,Polk,10/1/21,1932,658,537,46548
40830,18th,10/1/21,1060.8,1069,913,32187
40210,Damen-Cermak,10/1/21,1041.1,722,527.6,28112
40740,Western-Cermak,10/1/21,684.6,470.8,343.8,18449
40440,California-Cermak,10/1/21,894.6,584.6,404.2,23731
41040,Kedzie-Cermak,10/1/21,591.6,422.8,325.4,16164
40780,Central Park,10/1/21,606.6,414.8,303.8,16332
40150,Pulaski-Cermak,10/1/21,611,411,324.2,16508
40600,Kostner,10/1/21,234.9,144.2,100.6,6156
40420,Cicero-Cermak,10/1/21,704.8,540,435.2,19677
40580,54th/Cermak,10/1/21,1330.1,812.8,597.2,34982
40020,Harlem-Lake,10/1/21,1674.6,1211.6,880.6,45627
41350,Oak Park-Lake,10/1/21,563.9,396,293,15286
40610,Ridgeland,10/1/21,491.3,312.4,227,13015
41260,Austin-Lake,10/1/21,851.2,555.6,419.2,22749
40280,Central-Lake,10/1/21,1025.7,712.6,497.4,27590
40700,Laramie,10/1/21,550.4,338.8,230.8,14407
40480,Cicero-Lake,10/1/21,614.5,423.6,283.8,16442
40030,Pulaski-Lake,10/1/21,701,523.6,387.4,19275
41670,Conservatory,10/1/21,526.8,503.8,423.4,15699
41070,Kedzie-Lake,10/1/21,681.9,393.6,307.4,17824
41360,California-Lake,10/1/21,543.5,324.4,241.8,14245
40170,Ashland-Lake,10/1/21,1258.7,1047.8,614.4,34744
41510,Morgan-Lake,10/1/21,1930.4,2223.4,1691.8,60115
41160,Clinton-Lake,10/1/21,1701.1,1042.8,925.4,45564
41690,Cermak-McCormick Place,10/1/21,1077.4,1417.4,1203.6,35730
41120,35-Bronzeville-IIT,10/1/21,1089.9,806.4,828.8,31063
40300,Indiana,10/1/21,365.9,197.4,160.6,9473
41270,43rd,10/1/21,449.9,290,238.2,12088
41080,47th-South Elevated,10/1/21,484.4,367.6,259.8,13309
40130,51st,10/1/21,441.5,341,256.4,12259
40510,Garfield-South Elevated,10/1/21,556.3,477.2,330.2,15719
41140,King Drive,10/1/21,240,169.4,145.2,6613
40720,East 63rd-Cottage Grove,10/1/21,507.6,380.2,267.2,13897
40940,Halsted/63rd,10/1/21,281.5,178,127.8,7441
40290,Ashland/63rd,10/1/21,485.5,321.2,256,13081
41290,Kimball,10/1/21,2135.4,1433.2,1032.2,57170
41180,Kedzie-Brown,10/1/21,1048.1,836.4,602.4,29204
40870,Francisco,10/1/21,729.8,482.8,347.2,19476
41010,Rockwell,10/1/21,723.9,443.8,310.8,18975
41480,Western-Brown,10/1/21,1761,1631.4,1038.6,50330
40090,Damen-Brown,10/1/21,1336,819,538,34840
41500,Montrose-Brown,10/1/21,1103.3,832.2,546.2,30062
41460,Irving Park-Brown,10/1/21,1202.6,841.8,888.4,33906
41440,Addison-Brown,10/1/21,1007.6,568.6,317.4,25589
41310,Paulina,10/1/21,1255.1,1009.4,477.4,33791
40360,Southport,10/1/21,1479.1,1732.6,646,42955
41210,Wellington,10/1/21,1428.4,991.8,677.4,38342
40530,Diversey,10/1/21,2466.8,1900.4,1365.2,68131
40660,Armitage,10/1/21,2208.9,1654.6,1021,59764
40800,Sedgwick,10/1/21,1909.2,1787.2,1501,56534
40710,Chicago/Franklin,10/1/21,2953,2057.8,1491.8,79760
40460,Merchandise Mart,10/1/21,2558.6,1523.6,1098.8,66843
40930,Midway Airport,10/1/21,4479.1,2394.2,2214.4,117104
40960,Pulaski-Orange,10/1/21,2952,1383.6,1009.6,73957
41150,Kedzie-Midway,10/1/21,2083.1,1149.6,782,53403
40310,Western-Orange,10/1/21,1970,1071,794,50695
40120,35th/Archer,10/1/21,1595.1,867,636.6,41016
41060,Ashland-Orange,10/1/21,965.6,591.6,452.8,25499
41130,Halsted-Orange,10/1/21,1336.6,696.2,598.6,34543
40730,Washington/Wells,10/1/21,2892.2,840,772.4,68798
40040,Quincy/Wells,10/1/21,2559,1116.2,1097.8,64808
40160,LaSalle/Van Buren,10/1/21,984.4,458.8,335.4,24644
40850,Library,10/1/21,2355.3,1259.6,1224.6,61883
40680,Adams/Wabash,10/1/21,3444,1990.8,2233.2,93444
41700,Washington/Wabash,10/1/21,5159.5,4194.6,3002.2,144333
40260,State/Lake,10/1/21,5344.8,5303.8,4040,158960
40380,Clark/Lake,10/1/21,6711.5,4248.2,3919.2,181778
40900,Howard,11/1/21,2507.6,1901.8,1355.4,67043
41190,Jarvis,11/1/21,732.1,663.3,467.4,20364
40100,Morse,11/1/21,2066.9,1589.3,1135.8,55441
41300,Loyola,11/1/21,2804.8,2542.3,1498.6,76563
40760,Granville,11/1/21,1833,1760.3,1089.4,50982
40880,Thorndale,11/1/21,1316.4,988,683.8,35015
41380,Bryn Mawr,11/1/21,1917.7,1586,1077.6,52004
40340,Berwyn,11/1/21,0,0,0,0
41200,Argyle,11/1/21,2003.7,2008.3,1287.4,56548
40770,Lawrence,11/1/21,0,0,0,0
40540,Wilson,11/1/21,4087.7,3358.5,2216.8,110359
40080,Sheridan,11/1/21,2068.7,1767.5,1120.2,56114
41420,Addison-North Main,11/1/21,3028,4637.8,2259.4,93436
41320,Belmont-North Main,11/1/21,5227,5525,3762.2,150679
41220,Fullerton,11/1/21,6327,4950.8,2930.6,167324
40650,North/Clybourn,11/1/21,2488.1,2389.3,1487.4,69244
40630,Clark/Division,11/1/21,3823,3870.3,2410.8,107817
41450,Chicago/State,11/1/21,6225.5,6441.8,3630.6,174655
40330,Grand/State,11/1/21,4141.2,6447.3,3701.4,131262
41660,Lake/State,11/1/21,7801.1,7588.3,4804,218196
41090,Monroe/State,11/1/21,2875.7,2146.3,1391.6,75933
40560,Jackson/State,11/1/21,3061.1,1766.8,1329.6,77998
41490,Harrison,11/1/21,2046.8,1826.3,1184,56207
41400,Roosevelt,11/1/21,5134,4664,3675,144846
41000,Cermak-Chinatown,11/1/21,1979.5,2956,1901.6,62902
40190,Sox-35th-Dan Ryan,11/1/21,1690.2,1008.3,767.2,43364
41230,47th-Dan Ryan,11/1/21,1228.7,903.3,665.8,32745
41170,Garfield-Dan Ryan,11/1/21,1346.9,1084,698,36110
40910,63rd-Dan Ryan,11/1/21,1246.7,885.8,761.2,33529
40990,69th,11/1/21,2028.1,1494.3,1034,53738
40240,79th,11/1/21,2769.8,1960,1552.6,73769
41430,87th,11/1/21,1639.5,1098,842.6,43035
40450,95th/Dan Ryan,11/1/21,4036.1,2543.3,1941.8,104641
41050,Linden,11/1/21,350.9,319,136.6,9327
41250,Central-Evanston,11/1/21,366.7,967,125.6,12197
40400,Noyes,11/1/21,503,535.5,187.2,13641
40520,Foster,11/1/21,421.3,492.8,211.6,11876
40050,Davis,11/1/21,1480.4,1326.3,748.4,40136
40690,Dempster,11/1/21,348.7,360.3,232.2,9924
40270,Main,11/1/21,502.9,439.3,249.8,13566
40840,South Boulevard,11/1/21,335.7,229.8,139.4,8665
40140,Dempster-Skokie,11/1/21,707.8,490.5,259.6,18123
41680,Oakton-Skokie,11/1/21,416.1,195,119,10113
40890,O'Hare Airport,11/1/21,6317,5821.5,6330.4,187594
40820,Rosemont,11/1/21,2735.7,2022.5,1401.4,72547
40230,Cumberland,11/1/21,1462.5,874.8,625.8,37341
40750,Harlem-O'Hare,11/1/21,1348.4,702.5,483.8,33546
41280,Jefferson Park,11/1/21,3160.4,1866.8,1412.6,80899
41330,Montrose-O'Hare,11/1/21,921,536.3,385,23410
40550,Irving Park-O'Hare,11/1/21,1917.6,1218.8,906.4,49677
41240,Addison-O'Hare,11/1/21,1299.1,724,462.2,32488
40060,Belmont-O'Hare,11/1/21,2484.2,1638.8,1146,64453
41020,Logan Square,11/1/21,2981.5,2107.3,1372,77901
40570,California/Milwaukee,11/1/21,2234.1,1660.5,1005.8,58587
40670,Western/Milwaukee,11/1/21,2222.2,1549.5,951.8,57623
40590,Damen/Milwaukee,11/1/21,2638.5,2419,1486.8,72518
40320,Division/Milwaukee,11/1/21,2672.4,1974.5,1186.6,69951
41410,Chicago/Milwaukee,11/1/21,1758.5,1015.5,675.4,44368
40490,Grand/Milwaukee,11/1/21,1248.9,1025.3,732.4,33989
40370,Washington/Dearborn,11/1/21,5506,4553,3153.4,149604
40790,Monroe/Dearborn,11/1/21,2443.3,1159.3,803.2,59962
40070,Jackson/Dearborn,11/1/21,2618.1,1360.5,1061,65727
41340,LaSalle,11/1/21,1477.1,809.8,648.2,37500
40430,Clinton-Forest Park,11/1/21,1188.7,748,655.6,31232
40350,UIC-Halsted,11/1/21,3553.6,1315.3,899,84381
40470,Racine,11/1/21,1101.2,656.8,397.4,27740
40810,Medical Center,11/1/21,1487.1,639,462.4,36097
40220,Western-Forest Park,11/1/21,743.1,483,344.8,19262
40250,Kedzie-Homan-Forest Park,11/1/21,787.7,517.3,387.6,20549
40920,Pulaski-Forest Park,11/1/21,953.4,781.8,666,26478
40970,Cicero-Forest Park,11/1/21,610.2,411.3,303.8,15979
40010,Austin-Forest Park,11/1/21,667.3,343.8,256.4,16671
40180,Oak Park-Forest Park,11/1/21,565,251,148.8,13614
40980,Harlem-Forest Park,11/1/21,464.9,253.3,163.4,11593
40390,Forest Park,11/1/21,1217.9,658.8,458,30501
41030,Polk,11/1/21,1825.9,498.8,338,42028
40830,18th,11/1/21,1004.3,816.3,565.8,27184
40210,Damen-Cermak,11/1/21,985,626.8,436.2,25373
40740,Western-Cermak,11/1/21,675.7,435.3,290.8,17385
40440,California-Cermak,11/1/21,830.8,494.5,349.2,21171
41040,Kedzie-Cermak,11/1/21,563.8,396.8,270.6,14779
40780,Central Park,11/1/21,572.3,393,282,15000
40150,Pulaski-Cermak,11/1/21,588.9,420.5,309.8,15598
40600,Kostner,11/1/21,219.7,126.5,95,5595
40420,Cicero-Cermak,11/1/21,646,513,383.8,17538
40580,54th/Cermak,11/1/21,1257.4,766.3,510,32021
40020,Harlem-Lake,11/1/21,1588,1089,717.2,41291
41350,Oak Park-Lake,11/1/21,537,323.5,209.2,13617
40610,Ridgeland,11/1/21,484.3,284.8,168.4,12152
41260,Austin-Lake,11/1/21,826.9,542.8,358.4,21327
40280,Central-Lake,11/1/21,969.4,622.8,465.8,25178
40700,Laramie,11/1/21,523.9,289,217.4,13244
40480,Cicero-Lake,11/1/21,592.8,394.8,285.2,15454
40030,Pulaski-Lake,11/1/21,684.5,505.8,381.4,18305
41670,Conservatory,11/1/21,514.3,462.3,365.6,14477
41070,Kedzie-Lake,11/1/21,627.4,344.8,273.8,15924
41360,California-Lake,11/1/21,538.2,281,217.8,13516
40170,Ashland-Lake,11/1/21,1204.9,953.3,516,31695
41510,Morgan-Lake,11/1/21,1803.3,1744.5,1045.4,50075
41160,Clinton-Lake,11/1/21,1675.8,942.8,609.2,42009
41690,Cermak-McCormick Place,11/1/21,787.4,745,509.2,22061
41120,35-Bronzeville-IIT,11/1/21,946.3,608.8,405.2,24333
40300,Indiana,11/1/21,335.5,175.3,143.8,8465
41270,43rd,11/1/21,416.8,273.3,202.4,10857
41080,47th-South Elevated,11/1/21,450.6,312.3,227.6,11850
40130,51st,11/1/21,432.7,304,211.6,11361
40510,Garfield-South Elevated,11/1/21,511.1,408.3,273.8,13736
41140,King Drive,11/1/21,212.3,159.3,121,5701
40720,East 63rd-Cottage Grove,11/1/21,466.4,318.5,223.4,12186
40940,Halsted/63rd,11/1/21,238.4,147.5,98.6,6090
40290,Ashland/63rd,11/1/21,443,312.3,224.4,11674
41290,Kimball,11/1/21,2072.6,1455.5,953.6,54114
41180,Kedzie-Brown,11/1/21,1013,852.5,523.8,27301
40870,Francisco,11/1/21,713,459,265.2,18134
41010,Rockwell,11/1/21,714.5,448.8,253.8,18069
41480,Western-Brown,11/1/21,1751.1,1323.8,784.4,45990
40090,Damen-Brown,11/1/21,1290.8,785,440,32447
41500,Montrose-Brown,11/1/21,1072.6,745.8,417.4,27595
41460,Irving Park-Brown,11/1/21,1152.9,782,762.6,31151
41440,Addison-Brown,11/1/21,938.9,560.5,218.2,23050
41310,Paulina,11/1/21,1214,957.3,321.6,30930
40360,Southport,11/1/21,1370.3,1266.5,614.2,36913
41210,Wellington,11/1/21,1310.8,844.5,439.6,33103
