station_id,stationame,month_beginning,avg_weekday_rides,avg_saturday_rides,avg_sunday-holiday_rides,monthtotal
40800,Sedgwick,5/1/22,2144.1,1733.8,1202.2,59175
40710,Chicago/Franklin,5/1/22,3151.3,1812.5,1293.2,81187
40460,Merchandise Mart,5/1/22,2980.5,1427.3,977.3,74163
40930,Midway Airport,5/1/22,4661.4,2727.5,2197.7,121985
40960,Pulaski-Orange,5/1/22,2893,1515.5,1106,73450
41150,Kedzie-Midway,5/1/22,2061,1206.3,925,53656
40310,Western-Orange,5/1/22,2064.6,1235.8,971.8,54131
40120,35th/Archer,5/1/22,1636.9,966.3,693.7,42401
41060,Ashland-Orange,5/1/22,1013.6,623.3,434.8,26387
41130,Halsted-Orange,5/1/22,1212.4,722.8,553.2,31670
40730,Washington/Wells,5/1/22,3425,778.3,565,78429
40040,Quincy/Wells,5/1/22,3143.5,1072.3,974.5,76149
40160,LaSalle/Van Buren,5/1/22,1187,358.5,285.7,28075
40850,Library,5/1/22,2208,1493,1064.3,58727
40680,Adams/Wabash,5/1/22,3509.2,2460.3,1720.3,93857
41700,Washington/Wabash,5/1/22,5476.2,3944.8,2901.3,148187
40260,State/Lake,5/1/22,5680.4,5184.8,4003.2,164047
40380,Clark/Lake,5/1/22,7539.6,4054.3,3338.8,194581
40900,Howard,6/1/22,2648.7,2252,1942.3,75048
41190,Jarvis,6/1/22,773.8,805,654.3,22861
40100,Morse,6/1/22,1970.2,1783.8,1759.8,57518
41300,Loyola,6/1/22,2129.9,2079.5,1676.8,61882
40760,Granville,6/1/22,1581,1482.5,1215.5,45575
40880,Thorndale,6/1/22,1287.6,1108.3,996.3,36745
41380,Bryn Mawr,6/1/22,1991.4,1879.3,1673.8,58023
40340,Berwyn,6/1/22,0,0,0,0
41200,Argyle,6/1/22,2127.6,2332.3,1890.8,63700
40770,Lawrence,6/1/22,0,0,0,0
40540,Wilson,6/1/22,0,0,6077,6077
40540,Wilson,6/1/22,4171.6,3609.3,2704.7,114326
40080,Sheridan,6/1/22,2202.8,2312,2479.8,67629
41420,Addison-North Main,6/1/22,6087,10401,8590.8,209881
41320,Belmont-North Main,6/1/22,5819.5,6846.5,9060.5,191658
41220,Fullerton,6/1/22,5508.5,5080.5,4418.5,159184
40650,North/Clybourn,6/1/22,2592.3,2627.5,2149.3,76137
40630,Clark/Division,6/1/22,4140.1,4763,3645.8,124718
41450,Chicago/State,6/1/22,6423.1,6504.3,5050.5,187527
40330,Grand/State,6/1/22,5685.8,7427.3,5779.8,177916
41660,Lake/State,6/1/22,9037.9,8868.8,7588,264660
41090,Monroe/State,6/1/22,3494.9,2894.3,2183.3,97198
40560,Jackson/State,6/1/22,2818.8,2319,1994.3,79266
41490,Harrison,6/1/22,1878.5,2109.8,1753.3,56779
41400,Roosevelt,6/1/22,5856.7,6309.8,5398.5,175680
41000,Cermak-Chinatown,6/1/22,2533.8,3535.3,3173.8,82579
40190,Sox-35th-Dan Ryan,6/1/22,2413.4,2852.3,2254,73520
41230,47th-Dan Ryan,6/1/22,1312.8,988,912.5,36484
41170,Garfield-Dan Ryan,6/1/22,1470.1,1129.8,959.5,40700
40910,63rd-Dan Ryan,6/1/22,1243.6,996.3,944.5,35122
40990,69th,6/1/22,2031.7,1597,1301.5,56291
40240,79th,6/1/22,2766.5,2063,1897.8,76706
41430,87th,6/1/22,1612,1155.3,1028.8,44199
40450,95th/Dan Ryan,6/1/22,4409.6,3064.3,2701.5,120075
41050,Linden,6/1/22,488.5,495.3,422,14417
41250,Central-Evanston,6/1/22,417.5,224,233.3,11014
40400,Noyes,6/1/22,468.7,319.8,285.3,12731
40520,Foster,6/1/22,442,418.8,339.3,12757
40050,Davis,6/1/22,1487.3,1253,954.3,41550
40690,Dempster,6/1/22,418.2,406.3,333.8,12161
40270,Main,6/1/22,501.6,436,364,14235
40840,South Boulevard,6/1/22,386.3,239,204.8,10273
40140,Dempster-Skokie,6/1/22,826,776.8,633.8,23814
41680,Oakton-Skokie,6/1/22,422.2,223.5,198.8,10977
40890,O'Hare Airport,6/1/22,7612.4,5866.3,7060.5,219180
40820,Rosemont,6/1/22,3229.2,2782.3,2393.8,91746
40230,Cumberland,6/1/22,1696.7,1183,1008.8,46095
40750,Harlem-O'Hare,6/1/22,1342.4,744.5,606.8,34937
41280,Jefferson Park,6/1/22,3458.6,2376.5,1894.5,93173
41330,Montrose-O'Hare,6/1/22,1126.3,664.3,548.5,29629
40550,Irving Park-O'Hare,6/1/22,1806.9,1108.5,908.3,47819
41240,Addison-O'Hare,6/1/22,1411.4,926,759.3,37792
40060,Belmont-O'Hare,6/1/22,2651.4,1840.5,1474.5,71591
41020,Logan Square,6/1/22,3312.5,2581,2216.3,92065
40570,California/Milwaukee,6/1/22,2472.1,2055.3,1507.5,68637
40670,Western/Milwaukee,6/1/22,2535,1733.3,1283.8,67838
40590,Damen/Milwaukee,6/1/22,3046.3,2841.3,2202.8,87194
40320,Division/Milwaukee,6/1/22,2891.1,2413,1783.8,80391
41410,Chicago/Milwaukee,6/1/22,1897.4,1220.3,963,50476
40490,Grand/Milwaukee,6/1/22,1695.7,1496.8,1204,48108
40370,Washington/Dearborn,6/1/22,6138.2,4751.5,4100.8,170450
40790,Monroe/Dearborn,6/1/22,2873.7,1325.8,1041.8,72692
40070,Jackson/Dearborn,6/1/22,2629.4,1655.3,1453.8,70283
41340,LaSalle,6/1/22,1307.6,917,839,35791
40430,Clinton-Forest Park,6/1/22,1482.3,802.3,748.5,38814
40350,UIC-Halsted,6/1/22,1522.3,1146.5,931.8,41803
40470,Racine,6/1/22,935.4,654.5,537,25344
40810,Medical Center,6/1/22,1298.2,569,588.8,33192
40220,Western-Forest Park,6/1/22,721.7,535.5,469,19895
40250,Kedzie-Homan-Forest Park,6/1/22,879.3,676,607.3,24477
40920,Pulaski-Forest Park,6/1/22,965.8,792.3,698,27208
40970,Cicero-Forest Park,6/1/22,664.5,476,384,18058
40010,Austin-Forest Park,6/1/22,695.9,407,368.5,18411
40180,Oak Park-Forest Park,6/1/22,553.6,279.3,230.3,14217
40980,Harlem-Forest Park,6/1/22,439.8,270.8,198,11550
40390,Forest Park,6/1/22,1189.2,754.5,635.5,31722
41030,Polk,6/1/22,1751.3,556.5,439.8,42514
40830,18th,6/1/22,1106.1,972.8,795.3,31406
40210,Damen-Cermak,6/1/22,991.7,701.5,532.3,26753
40740,Western-Cermak,6/1/22,714.1,552.3,452.8,19731
40440,California-Cermak,6/1/22,976.2,1138.5,900.5,29632
41040,Kedzie-Cermak,6/1/22,653.5,755.8,656.5,20026
40780,Central Park,6/1/22,641.5,414.8,381.8,17299
40150,Pulaski-Cermak,6/1/22,636.5,437.3,367.3,17222
40600,Kostner,6/1/22,249.5,138.3,146,6626
40420,Cicero-Cermak,6/1/22,729.3,608.3,530.3,20599
40580,54th/Cermak,6/1/22,1444.7,949.3,776.3,38686
40020,Harlem-Lake,6/1/22,1715.3,1222.5,963.3,46480
41350,Oak Park-Lake,6/1/22,632.5,434.5,352.3,17062
40610,Ridgeland,6/1/22,582.8,281.3,221.8,14834
41260,Austin-Lake,6/1/22,927.9,582.3,504,24758
40280,Central-Lake,6/1/22,1012.2,731.3,553.3,27407
40700,Laramie,6/1/22,541.3,385.8,321.3,14736
40480,Cicero-Lake,6/1/22,593,417,324.8,16013
40030,Pulaski-Lake,6/1/22,690.3,529.5,438.5,19058
41670,Conservatory,6/1/22,577.7,544.3,614,17342
41070,Kedzie-Lake,6/1/22,623.2,440.3,400,17071
41360,California-Lake,6/1/22,621.8,381.3,308.8,16440
40170,Ashland-Lake,6/1/22,1347.4,1033,759.5,36812
41510,Morgan-Lake,6/1/22,2751.1,3036.8,2039.5,80829
41160,Clinton-Lake,6/1/22,2047.4,1229.8,952.8,53772
41690,Cermak-McCormick Place,6/1/22,1056.1,530.3,443,27128
41120,35-Bronzeville-IIT,6/1/22,740.6,381.3,285.5,18961
40300,Indiana,6/1/22,332.6,198.5,145.3,8693
41270,43rd,6/1/22,464.7,291.8,218.8,12266
41080,47th-South Elevated,6/1/22,489.5,342.3,255.8,13161
40130,51st,6/1/22,466.7,346,274.3,12748
40510,Garfield-South Elevated,6/1/22,584.7,445.3,396.3,16230
41140,King Drive,6/1/22,214.8,122.8,101,5620
40720,East 63rd-Cottage Grove,6/1/22,432.6,224,187,11162
40940,Halsted/63rd,6/1/22,253.5,158,105.3,6630
40290,Ashland/63rd,6/1/22,478.3,324.3,297.8,13010
41290,Kimball,6/1/22,2134.7,1571.8,1327.8,58561
41180,Kedzie-Brown,6/1/22,1053.9,843.5,683.5,29293
40870,Francisco,6/1/22,767.2,554.5,427.5,20806
41010,Rockwell,6/1/22,807.2,527,409.8,21505
41480,Western-Brown,6/1/22,1862,1626,1248.8,52463
40090,Damen-Brown,6/1/22,1260.3,875.3,692.8,33998
41500,Montrose-Brown,6/1/22,1122.9,828.8,646.8,30606
41460,Irving Park-Brown,6/1/22,1330.7,959.3,699,35909
41440,Addison-Brown,6/1/22,995.4,643,474.8,26369
41310,Paulina,6/1/22,1364,980.3,750.8,36932
40360,Southport,6/1/22,1716.9,1556.8,1167.3,48667
41210,Wellington,6/1/22,1484.1,933.5,1055.5,40606
40530,Diversey,6/1/22,2695.1,1972,2131.8,75707
40660,Armitage,6/1/22,2181.7,1739.5,1280.3,60076
40800,Sedgwick,6/1/22,2314.6,2482.8,1804.5,68070
40710,Chicago/Franklin,6/1/22,3347.2,2082.3,1528.3,88081
40460,Merchandise Mart,6/1/22,3437.2,1618,1094.3,86467
40930,Midway Airport,6/1/22,4794.2,2737.5,2631,126947
40960,Pulaski-Orange,6/1/22,2641,1366.5,1223.5,68463
41150,Kedzie-Midway,6/1/22,2027.3,1168,990.8,53236
40310,Western-Orange,6/1/22,2060.5,1189,999.8,54087
40120,35th/Archer,6/1/22,1606.2,911,781.5,42107
41060,Ashland-Orange,6/1/22,980.6,668,521,26329
41130,Halsted-Orange,6/1/22,1197.5,695.5,598.3,31520
40730,Washington/Wells,6/1/22,3753.3,910,752.5,89223
40040,Quincy/Wells,6/1/22,3562,1249,1320.5,88642
40160,LaSalle/Van Buren,6/1/22,1273.8,432.3,357,31181
40850,Library,6/1/22,2094,1422.8,1114,56215
40680,Adams/Wabash,6/1/22,3362.5,2277.5,1781.3,90210
41700,Washington/Wabash,6/1/22,5873.1,4310.8,3479.5,160370
40260,State/Lake,6/1/22,6363.5,5615.5,4881,181982
40380,Clark/Lake,6/1/22,8166.4,4223.8,3921.8,212242
40900,Howard,7/1/22,2597.6,2230.8,1709.5,73363
41190,Jarvis,7/1/22,781,744,556.8,22680
40100,Morse,7/1/22,1975.2,1730,1372.3,56388
41300,Loyola,7/1/22,2161.6,2136.4,1542.2,63167
40760,Granville,7/1/22,1581.4,1406.2,1014.7,44746
40880,Thorndale,7/1/22,1273.5,1105.4,798.3,35787
41380,Bryn Mawr,7/1/22,1969.6,1862.8,1332.3,56700
40340,Berwyn,7/1/22,0,0,0,0
41200,Argyle,7/1/22,2133.2,2169.8,1571.7,62942
40770,Lawrence,7/1/22,0,0,0,0
40540,Wilson,7/1/22,4051.3,3409.6,2526.3,113231
40080,Sheridan,7/1/22,2211.4,2250,1443.2,64136
41420,Addison-North Main,7/1/22,5312.4,9744.6,5488,187899
41320,Belmont-North Main,7/1/22,5719.5,6542.2,4412.2,173573
41220,Fullerton,7/1/22,4913,4907.8,3256.8,142339
40650,North/Clybourn,7/1/22,2486.6,2689.6,1860.2,74341
40630,Clark/Division,7/1/22,3874.2,4943,3257.8,121746
41450,Chicago/State,7/1/22,6594.6,7032.8,4925,196605
40330,Grand/State,7/1/22,5832.8,8652.8,5914.8,195409
41660,Lake/State,7/1/22,9056.8,9200.6,6383.7,265440
41090,Monroe/State,7/1/22,3384.3,2991.4,2053.7,94964
40560,Jackson/State,7/1/22,2911.3,3241.8,2200.2,87635
41490,Harrison,7/1/22,2040,2926.2,2256,68966
41400,Roosevelt,7/1/22,6021.5,6666.4,4882.2,183054
41000,Cermak-Chinatown,7/1/22,2696.4,4488,3222.3,95702
40190,Sox-35th-Dan Ryan,7/1/22,2215.5,3167.8,2614.8,75838
41230,47th-Dan Ryan,7/1/22,1321.7,1043.4,780.2,36332
41170,Garfield-Dan Ryan,7/1/22,1420.9,1138,833,39105
40910,63rd-Dan Ryan,7/1/22,1156,961.6,825.7,32881
40990,69th,7/1/22,1986.5,1577,1234.2,55019
40240,79th,7/1/22,2666.4,2138,1730,74397
41430,87th,7/1/22,1541.2,1109.2,990.5,42312
40450,95th/Dan Ryan,7/1/22,4261.2,3014,2483.5,115194
41050,Linden,7/1/22,458.9,617.2,351.8,14375
41250,Central-Evanston,7/1/22,408.9,248.2,181.3,10507
40400,Noyes,7/1/22,469.3,372.8,235.2,12660
40520,Foster,7/1/22,412,388.8,251.3,11691
40050,Davis,7/1/22,1489.3,1306.4,878,41585
40690,Dempster,7/1/22,424.8,393,294.3,12226
40270,Main,7/1/22,493.8,438.2,320.3,13989
40840,South Boulevard,7/1/22,391.5,248,198.2,10258
40140,Dempster-Skokie,7/1/22,766.7,780.6,495,22207
41680,Oakton-Skokie,7/1/22,445.9,253.4,182.7,11280
40890,O'Hare Airport,7/1/22,7602.5,6413.8,6775.3,224770
40820,Rosemont,7/1/22,3316.7,3025.4,2256.7,95000
40230,Cumberland,7/1/22,1701.1,1274,937.8,46019
40750,Harlem-O'Hare,7/1/22,1330.1,803.8,605.3,34252
41280,Jefferson Park,7/1/22,3416.7,2338.2,1816.2,90922
41330,Montrose-O'Hare,7/1/22,1119.9,753.4,556.7,29505
40550,Irving Park-O'Hare,7/1/22,1863.4,1300.4,936.8,49390
41240,Addison-O'Hare,7/1/22,1328.7,974.8,681.5,35537
40060,Belmont-O'Hare,7/1/22,2670.4,1876.4,1432,71382
41020,Logan Square,7/1/22,3254.6,2607.2,2003.2,90146
40570,California/Milwaukee,7/1/22,2546.9,2213,1503.8,71026
40670,Western/Milwaukee,7/1/22,2512.8,1891,1315.5,67603
40590,Damen/Milwaukee,7/1/22,3148.3,3371.4,2265.7,93416
40320,Division/Milwaukee,7/1/22,2921.9,2538.6,1747.5,81615
41410,Chicago/Milwaukee,7/1/22,1874.3,1371.2,986.7,50261
40490,Grand/Milwaukee,7/1/22,1686.8,1515.4,1097.7,47899
40370,Washington/Dearborn,7/1/22,6201.5,4990.4,3754.8,171511
40790,Monroe/Dearborn,7/1/22,2924.4,1396.2,1187.2,72591
40070,Jackson/Dearborn,7/1/22,2820.8,2345.6,1845.5,79216
41340,LaSalle,7/1/22,1419.6,1284.8,1042.2,41068
40430,Clinton-Forest Park,7/1/22,1495,828.6,680.7,38127
40350,UIC-Halsted,7/1/22,1550.3,1264.4,925.2,42878
40470,Racine,7/1/22,758.6,601,471.8,21008
40810,Medical Center,7/1/22,1361,661.6,496,33503
40220,Western-Forest Park,7/1/22,680.3,553.2,433.5,18972
40250,Kedzie-Homan-Forest Park,7/1/22,869.5,666,560,24079
40920,Pulaski-Forest Park,7/1/22,933.3,790.8,670.7,26644
40970,Cicero-Forest Park,7/1/22,653.1,464,378.8,17654
40010,Austin-Forest Park,7/1/22,696.2,436.2,325.5,18058
40180,Oak Park-Forest Park,7/1/22,537,302.6,216.5,13551
40980,Harlem-Forest Park,7/1/22,455.2,293.6,187.3,11695
40390,Forest Park,7/1/22,1185.7,774.6,588.5,31118
41030,Polk,7/1/22,1772.6,560.8,425.5,40809
40830,18th,7/1/22,1123.7,1050.4,746.3,32204
40210,Damen-Cermak,7/1/22,1001.2,735.4,500.2,26702
40740,Western-Cermak,7/1/22,721.8,517.2,375.3,19274
40440,California-Cermak,7/1/22,875.6,846.2,589.7,25280
41040,Kedzie-Cermak,7/1/22,641.3,628.6,435.7,18583
40780,Central Park,7/1/22,630,447.8,341.3,16886
40150,Pulaski-Cermak,7/1/22,648.1,469.6,348,17398
40600,Kostner,7/1/22,244.9,151.4,125.3,6406
40420,Cicero-Cermak,7/1/22,747.5,674.2,537.7,21547
40580,54th/Cermak,7/1/22,1424.5,966.2,717.5,37625
40020,Harlem-Lake,7/1/22,1729.1,1344.2,924.3,46849
41350,Oak Park-Lake,7/1/22,640.2,449.2,320.5,16973
40610,Ridgeland,7/1/22,573,359.4,219.5,14574
41260,Austin-Lake,7/1/22,924.4,623,436.2,24220
40280,Central-Lake,7/1/22,1034.5,730.8,561.7,27714
40700,Laramie,7/1/22,545.2,363,291.7,14468
40480,Cicero-Lake,7/1/22,569.1,444.6,301.8,15416
40030,Pulaski-Lake,7/1/22,680,526.8,412.7,18709
41670,Conservatory,7/1/22,584.5,527.2,408.8,16778
41070,Kedzie-Lake,7/1/22,553.9,414,347.5,15233
41360,California-Lake,7/1/22,599.5,370.4,287.3,15565
40170,Ashland-Lake,7/1/22,1511.9,1801.6,1156.3,46183
41510,Morgan-Lake,7/1/22,2743.6,2719.2,1858.8,79621
41160,Clinton-Lake,7/1/22,2073.1,1300.6,851.3,53072
41690,Cermak-McCormick Place,7/1/22,1028.1,1163,801.7,31186
41120,35-Bronzeville-IIT,7/1/22,730,557.8,420.7,19912
40300,Indiana,7/1/22,309.7,231.8,167.2,8356
41270,43rd,7/1/22,465.6,300.6,232,12207
41080,47th-South Elevated,7/1/22,501.1,370.2,278.7,13544
40130,51st,7/1/22,464.2,387.6,266.5,12820
40510,Garfield-South Elevated,7/1/22,588.7,499.4,378.5,16541
41140,King Drive,7/1/22,218.5,163.4,138.5,6018
40720,East 63rd-Cottage Grove,7/1/22,439.9,296.8,263.8,11865
40940,Halsted/63rd,7/1/22,250.6,139.2,98,6295
40290,Ashland/63rd,7/1/22,460,275.8,251.8,12089
41290,Kimball,7/1/22,2134.8,1675.6,1208.8,58327
41180,Kedzie-Brown,7/1/22,1055.8,885.2,625.5,29294
40870,Francisco,7/1/22,803.6,580.2,400.5,21375
41010,Rockwell,7/1/22,789.2,555.4,401.5,20969
41480,Western-Brown,7/1/22,1860,1662,1096.8,52090
40090,Damen-Brown,7/1/22,1169.2,913,583.8,31451
41500,Montrose-Brown,7/1/22,1132.7,927.4,581.8,30781
41460,Irving Park-Brown,7/1/22,1334.8,990.2,615,35336
41440,Addison-Brown,7/1/22,948,688.2,440.2,25042
41310,Paulina,7/1/22,1333.8,1135.4,711,36619
40360,Southport,7/1/22,1688.7,1690.2,1063.3,48605
41210,Wellington,7/1/22,1503.2,983.6,598.3,38572
40530,Diversey,7/1/22,2624,1964.6,1247.3,69787
40660,Armitage,7/1/22,2062.5,1836.4,1125.8,57187
40800,Sedgwick,7/1/22,2267.4,2171.6,1325.3,64158
40710,Chicago/Franklin,7/1/22,3446.2,2263.6,1354,88366
40460,Merchandise Mart,7/1/22,3376.8,1728.4,1031,82364
40930,Midway Airport,7/1/22,4788.4,2993.6,2447,125418
40960,Pulaski-Orange,7/1/22,2534.3,1507.4,1157,65164
41150,Kedzie-Midway,7/1/22,2003.6,1287,963.3,52286
40310,Western-Orange,7/1/22,2028.4,1276.4,957.7,52696
40120,35th/Archer,7/1/22,1565.8,1005.2,716.2,40638
41060,Ashland-Orange,7/1/22,968.3,706.8,475.7,25753
41130,Halsted-Orange,7/1/22,1241.3,803.2,601.8,32453
40730,Washington/Wells,7/1/22,3814.9,862.8,624.7,84360
40040,Quincy/Wells,7/1/22,3607.9,1302.6,1063,85048
40160,LaSalle/Van Buren,7/1/22,1298.3,488.6,332.3,30402
40850,Library,7/1/22,2256.9,1900.6,1400.5,63043
40680,Adams/Wabash,7/1/22,3635.5,3343,2343.7,103486
41700,Washington/Wabash,7/1/22,6007.9,4890.2,3546,165885
40260,State/Lake,7/1/22,6575.7,6177.2,4521,189525
40380,Clark/Lake,7/1/22,8208.5,4610.4,3664.2,209207
40900,Howard,8/1/22,2559.5,2166,1661.8,74179
41190,Jarvis,8/1/22,809.5,795,598.5,24192
40100,Morse,8/1/22,2011.3,1831,1550.3,59784
41300,Loyola,8/1/22,2334.5,2375.5,1748.3,70188
40760,Granville,8/1/22,1633.5,1503.3,1165.8,48247
40880,Thorndale,8/1/22,1322,1148,821.8,38284
41380,Bryn Mawr,8/1/22,2003.7,1895,1365,59126
40340,Berwyn,8/1/22,0,0,0,0
41200,Argyle,8/1/22,2211.2,2244.3,1673.8,66530
40770,Lawrence,8/1/22,0,0,0,0
40540,Wilson,8/1/22,4301,3514.8,2682.5,123712
40080,Sheridan,8/1/22,2278.6,2090,1456.8,66594
41420,Addison-North Main,8/1/22,5835.3,7638.8,5290.3,185929
41320,Belmont-North Main,8/1/22,5851,6548,4692.8,179535
41220,Fullerton,8/1/22,5196.6,4475.8,3273,150517
40650,North/Clybourn,8/1/22,2593,2560,1914,77536
40630,Clark/Division,8/1/22,4040.3,4359,3226.8,123270
41450,Chicago/State,8/1/22,6621.2,6557.5,4948.3,198311
40330,Grand/State,8/1/22,5633.1,7230.3,5171.8,179170
41660,Lake/State,8/1/22,8996.1,8264.5,6151.8,264575
41090,Monroe/State,8/1/22,3332,2337.5,1804.3,93202
40560,Jackson/State,8/1/22,2735,2004,1424.8,76619
41490,Harrison,8/1/22,1752,2092.5,1500,54665
41400,Roosevelt,8/1/22,6340.7,7207.5,4590,193025
41000,Cermak-Chinatown,8/1/22,2753.8,3712,2840.5,89548
40190,Sox-35th-Dan Ryan,8/1/22,2641.5,2261.3,2019,77876
41230,47th-Dan Ryan,8/1/22,1324.2,992.5,775.3,37527
41170,Garfield-Dan Ryan,8/1/22,1460.5,1052.5,783.8,40936
40910,63rd-Dan Ryan,8/1/22,1213.3,852.5,749,34312
40990,69th,8/1/22,1962,1490,1129.8,55606
40240,79th,8/1/22,2663.7,1993.5,1678.8,75953
41430,87th,8/1/22,1618.4,1143,975.8,45698
40450,95th/Dan Ryan,8/1/22,4324.1,2826.3,2364.8,120219
41050,Linden,8/1/22,477.8,349.5,250.3,13389
41250,Central-Evanston,8/1/22,427.2,348,219,12094
40400,Noyes,8/1/22,411.3,271.3,217.8,11415
40520,Foster,8/1/22,357.6,308.3,202.8,10268
40050,Davis,8/1/22,1471.8,1142,892.8,41990
40690,Dempster,8/1/22,400.7,363.8,289.5,11829
40270,Main,8/1/22,504.9,421.8,301,14504
40840,South Boulevard,8/1/22,387.3,232.3,177.3,10547
40140,Dempster-Skokie,8/1/22,839.8,632.5,507.5,23875
41680,Oakton-Skokie,8/1/22,463,251,188,12405
40890,O'Hare Airport,8/1/22,7552.2,6337,6757.8,226079
40820,Rosemont,8/1/22,3352,2589,1927.8,95164
40230,Cumberland,8/1/22,1683.5,1097.3,785,46249
40750,Harlem-O'Hare,8/1/22,1399.7,728,557.3,37334
41280,Jefferson Park,8/1/22,3524.4,2275.3,1765.5,97225
41330,Montrose-O'Hare,8/1/22,1159.6,641.3,546.3,31420
40550,Irving Park-O'Hare,8/1/22,1888.1,1146.3,915.5,51674
41240,Addison-O'Hare,8/1/22,1414.1,870.5,663.3,38660
40060,Belmont-O'Hare,8/1/22,2753.7,1876.5,1382,76369
41020,Logan Square,8/1/22,3392.8,2375.5,1902.3,95146
40570,California/Milwaukee,8/1/22,2571.2,1955,1397.5,72547
40670,Western/Milwaukee,8/1/22,2601.7,1809.5,1254.5,72095
40590,Damen/Milwaukee,8/1/22,3073,2680.8,2065.5,89664
40320,Division/Milwaukee,8/1/22,2964.7,2143,1561.5,83006
41410,Chicago/Milwaukee,8/1/22,1933.2,1225.3,939.5,53123
40490,Grand/Milwaukee,8/1/22,1643.3,1300.3,1046.3,47182
40370,Washington/Dearborn,8/1/22,6086.9,4227.3,3400.8,170511
40790,Monroe/Dearborn,8/1/22,2922.6,1214.5,1108.3,76510
40070,Jackson/Dearborn,8/1/22,2827.5,1578.8,1296,76531
41340,LaSalle,8/1/22,1423.1,914.5,784,39525
40430,Clinton-Forest Park,8/1/22,1584.5,836.3,737.8,42740
40350,UIC-Halsted,8/1/22,2860.7,1429.5,1087.8,75864
40470,Racine,8/1/22,1002.8,661,519.3,27785
40810,Medical Center,8/1/22,1412.2,769.3,558.3,37790
40220,Western-Forest Park,8/1/22,755.4,548.8,433.3,21303
40250,Kedzie-Homan-Forest Park,8/1/22,874.5,664,539,24925
40920,Pulaski-Forest Park,8/1/22,917.3,749.8,648.8,26693
40970,Cicero-Forest Park,8/1/22,667.3,459,351,18588
40010,Austin-Forest Park,8/1/22,737.5,395.3,314.8,19802
40180,Oak Park-Forest Park,8/1/22,572,271.5,189.8,15002
40980,Harlem-Forest Park,8/1/22,459.2,281.3,189.8,12446
40390,Forest Park,8/1/22,1210.7,669.8,550.3,32725
41030,Polk,8/1/22,1829.1,566.3,452,46142
40830,18th,8/1/22,1123.4,945.8,774.8,32720
40210,Damen-Cermak,8/1/22,1014,709.5,516.5,28227
40740,Western-Cermak,8/1/22,742.9,515.5,388.5,20703
40440,California-Cermak,8/1/22,908,610.5,442.5,25096
41040,Kedzie-Cermak,8/1/22,643.9,521.5,368.3,18368
40780,Central Park,8/1/22,631.4,422,348.3,17604
40150,Pulaski-Cermak,8/1/22,652,457.5,357.5,18255
40600,Kostner,8/1/22,241.2,148.5,119.8,6621
40420,Cicero-Cermak,8/1/22,760.3,613.3,501.5,21945
40580,54th/Cermak,8/1/22,1435,911,688.3,39402
40020,Harlem-Lake,8/1/22,1725.2,1187.3,792,47597
41350,Oak Park-Lake,8/1/22,638.7,385,291.5,17397
40610,Ridgeland,8/1/22,563.7,260.5,181.5,14734
41260,Austin-Lake,8/1/22,932,585.5,418,25450
40280,Central-Lake,8/1/22,1036,684.5,520.3,28647
40700,Laramie,8/1/22,553.6,364,308.8,15423
40480,Cicero-Lake,8/1/22,593.1,390.3,258.5,16237
40030,Pulaski-Lake,8/1/22,657.7,464.3,349.5,18381
41670,Conservatory,8/1/22,554.8,491,418.8,16399
41070,Kedzie-Lake,8/1/22,606.7,389.8,321,16796
41360,California-Lake,8/1/22,636,351.3,287.3,17182
40170,Ashland-Lake,8/1/22,1435.1,1362,835.3,41796
41510,Morgan-Lake,8/1/22,2637.9,2477.8,1767.8,77653
41160,Clinton-Lake,8/1/22,2089,1157,841.8,56041
41690,Cermak-McCormick Place,8/1/22,1029.8,1099.8,846,31469
41120,35-Bronzeville-IIT,8/1/22,920.6,731.3,557,26326
40300,Indiana,8/1/22,314.7,220.5,168.5,8793
41270,43rd,8/1/22,496.3,321.5,220,13581
41080,47th-South Elevated,8/1/22,520.7,395.5,270.5,14641
40130,51st,8/1/22,475.4,431.5,248.8,13656
40510,Garfield-South Elevated,8/1/22,580.9,532.8,384.5,17029
41140,King Drive,8/1/22,212.4,111.3,101,5735
40720,East 63rd-Cottage Grove,8/1/22,428.5,234.8,202.5,11605
40940,Halsted/63rd,8/1/22,259,178.5,108,7104
40290,Ashland/63rd,8/1/22,463,340,287.3,13159
41290,Kimball,8/1/22,2164,1678,1245,61463
41180,Kedzie-Brown,8/1/22,1084.3,860,651,30982
40870,Francisco,8/1/22,785.2,525.5,358.3,21594
41010,Rockwell,8/1/22,832,537.3,398,22878
41480,Western-Brown,8/1/22,1874.5,1388.3,1044,52842
40090,Damen-Brown,8/1/22,1241.1,878.5,601,34464
41500,Montrose-Brown,8/1/22,1137.3,834.8,655.3,32119
41460,Irving Park-Brown,8/1/22,1360.3,1005,663,37960
41440,Addison-Brown,8/1/22,993.4,603.3,417,26930
41310,Paulina,8/1/22,1403.5,1050.8,718.3,39357
40360,Southport,8/1/22,1724.1,1433,984.8,49325
41210,Wellington,8/1/22,1539.1,923.3,611.3,41538
40530,Diversey,8/1/22,2691.1,1793.8,1144.3,73648
40660,Armitage,8/1/22,2198.3,1604.3,1045.3,61159
40800,Sedgwick,8/1/22,2276.9,2118,1397,66429
40710,Chicago/Franklin,8/1/22,3501.6,2067.5,1434.5,94545
