route,routename,Month_Beginning,Avg_Weekday_Rides,Avg_Saturday_Rides,Avg_Sunday-Holiday_Rides,MonthTotal
108,Halsted/95th,4/1/21,349.8,0,0,7696
111,111th/King Drive,4/1/21,1202.8,886.8,645.3,32589
111A,Pullman Shuttle,4/1/21,152.9,162.6,128.9,4530
112,Vincennes/111th,4/1/21,564.4,372.1,216.6,14771
115,Pullman/115th,4/1/21,1053.6,815.4,677.8,29152
119,Michigan/119th,4/1/21,1757.6,1212.8,978.5,47433
120,Ogilvie/Streeterville Express,4/1/21,54.6,0,0,1200
121,Union/Streeterville Express,4/1/21,70.5,0,0,1551
124,Navy Pier,4/1/21,241.8,299.4,176.8,7224
125,Water Tower Express,4/1/21,129,0,0,2839
126,Jackson,4/1/21,1834.6,1258.5,1094.9,49775
134,Stockton/LaSalle Express,4/1/21,190.8,0,0,4197
135,Clarendon/LaSalle Express,4/1/21,277.1,0,0,6095
136,Sheridan/LaSalle Express,4/1/21,288.7,0,0,6352
143,Stockton/Michigan Express,4/1/21,231.8,0,0,5100
146,Inner Drive/Michigan Express,4/1/21,5066.3,4294.1,3168.8,141310
147,Outer Drive Express,4/1/21,5301,4425,3382.3,147851
148,Clarendon/Michigan Express,4/1/21,531.5,0,0,11693
151,Sheridan,4/1/21,5895.7,5758.1,4163.9,169393
152,Addison,4/1/21,3462.6,2077.3,1436.7,90233
155,Devon,4/1/21,3152.1,2543,2051.6,87725
156,LaSalle,4/1/21,820.2,0,0,18045
157,Streeterville/Taylor,4/1/21,1444.9,0,0,31789
165,West 65th,4/1/21,78.7,0,0,1731
169,69th-UPS Express,4/1/21,89.3,0,0,1964
171,U. of Chicago/Hyde Park,4/1/21,268.5,87.2,0,6257
172,U. of Chicago/Kenwood,4/1/21,380.9,157.5,163.4,9663
192,U. of Chicago Hospitals Express,4/1/21,217.4,0,0,4783
201,Central/Ridge,4/1/21,794.5,546.7,0,19666
206,Evanston Circulator,4/1/21,105,0,0,2311
1001,Shuttle/Special Event Route,4/1/21,79.5,504.9,110.7,4210
1,Bronzeville/Union Station,5/1/21,284.9,0,0,5698
2,Hyde Park Express,5/1/21,661.2,0,0,13224
3,King Drive,5/1/21,7177.8,5405.7,4182.9,195682
4,Cottage Grove,5/1/21,9189.2,7005,5198.6,250001
5,South Shore Night Bus,5/1/21,183.6,178.4,174.9,5614
6,Jackson Park Express,5/1/21,3856.1,4836.7,3426.5,121866
7,Harrison,5/1/21,1393.4,0,0,27868
8,Halsted,5/1/21,7556.4,6276.3,4502.5,209524
8A,South Halsted,5/1/21,1346.4,1051.1,812.5,37059
9,Ashland,5/1/21,9241.5,10040.7,7391.5,279384
X9,Ashland Express,5/1/21,3220.4,0,0,64409
10,Museum of S & I,5/1/21,0,184,177.5,362
11,Lincoln,5/1/21,667,534.2,352.4,18126
12,Roosevelt,5/1/21,5262.5,3858.2,2705.1,140771
J14,Jeffery Jump,5/1/21,4105.9,2714.8,2144.8,108560
15,Jeffery Local,5/1/21,3138.2,2814,1775,87484
18,16th/18th,5/1/21,1628,1247.4,733.8,43200
19,United Center Express,5/1/21,9.8,0,28,95
20,Madison,5/1/21,6600.4,4711.3,3893.4,178925
21,Cermak,5/1/21,4349.1,3529,2565.7,120022
22,Clark,5/1/21,8410,7732.3,5806.5,241701
24,Wentworth,5/1/21,857.7,0,0,17154
26,South Shore Express,5/1/21,1734,0,0,34681
28,Stony Island,5/1/21,2319.4,1671.3,1320.4,62667
29,State,5/1/21,4063.1,4073.7,2770.4,118252
30,South Chicago,5/1/21,1174,943.3,492.3,31151
31,31st,5/1/21,207.3,0,0,4145
34,South Michigan,5/1/21,1781.3,1328.4,931.3,47856
35,31st/35th,5/1/21,1864.9,1239.3,894.5,48861
36,Broadway,5/1/21,6849,7098.3,5227.9,203839
37,Sedgwick,5/1/21,233.4,0,0,4669
39,Pershing,5/1/21,775.5,359.2,270.8,18931
43,43rd,5/1/21,647.5,416.1,297.3,16815
44,Wallace-Racine,5/1/21,1189,708.6,470.6,30148
47,47th,5/1/21,4727.4,3997.7,2691.6,130687
48,South Damen,5/1/21,317.9,0,0,6358
49,Western,5/1/21,7700,7040.8,5340.8,221248
49B,North Western,5/1/21,2624.6,2107.9,1826.1,73988
X49,Western Express,5/1/21,2318.7,0,0,46374
50,Damen,5/1/21,4441.2,3014.8,2092.6,116455
51,51st,5/1/21,631.9,471.1,332.2,16987
52,Kedzie,5/1/21,4087.9,2942.5,1868.8,107683
52A,South Kedzie,5/1/21,1753.6,1083.3,747.4,44974
53,Pulaski,5/1/21,8520,6434.8,4767.1,231177
53A,South Pulaski,5/1/21,3130.6,1914.1,1366.8,80384
54,Cicero,5/1/21,5035.4,3699.2,2893.5,136565
54A,North Cicero/Skokie Blvd.,5/1/21,320.3,0,0,6406
54B,South Cicero,5/1/21,1408,1226.7,891.6,39642
55,Garfield,5/1/21,4001.9,3156,2548,111106
55A,55th/Austin,5/1/21,96.8,0,0,1937
55N,55th/Narragansett,5/1/21,181.5,118.8,0,4224
56,Milwaukee,5/1/21,3786,2815.5,2180.1,102879
57,Laramie,5/1/21,933.6,543.9,321.8,23323
59,59th/61st,5/1/21,1368,993.1,0,32326
60,Blue Island/26th,5/1/21,4152.3,2958.6,2418.5,112351
62,Archer,5/1/21,4007.4,3029.6,2341.1,109344
62H,Archer/Harlem,5/1/21,479.6,277.3,0,10978
63,63rd,5/1/21,6578.5,4884.4,3901.6,179402
63W,West 63rd,5/1/21,669.9,362,330.9,17193
65,Grand,5/1/21,2924.6,2339.6,1898.5,81581
66,Chicago,5/1/21,9037.1,7479.1,5410.1,250598
67,67th-69th-71st,5/1/21,4163.1,3113.1,2226.1,112185
68,Northwest Highway,5/1/21,497.3,292.2,178.4,12477
70,Division,5/1/21,3579,2756.3,2236.2,98779
71,71st/South Shore,5/1/21,3944.3,3270.3,2633.8,111040
72,North,5/1/21,6491.9,5291.1,4182.3,181388
73,Armitage,5/1/21,2147.1,1271.4,1106.1,55936
74,Fullerton,5/1/21,5425.6,4710.1,3081.3,150550
75,74th-75th,5/1/21,3119.9,2500,1803.8,85721
76,Diversey,5/1/21,5390.2,3932.4,2766.6,144065
77,Belmont,5/1/21,8576.6,6883.2,5173.3,236987
78,Montrose,5/1/21,2844.5,2286,1660.1,78280
79,79th,5/1/21,10612.6,9115.9,6692.2,297985
80,Irving Park,5/1/21,5209.2,4085.3,3160.5,143574
81,Lawrence,5/1/21,5989.4,4923.5,3909.8,167864
81W,West Lawrence,5/1/21,759.7,527.3,355.5,19962
82,Kimball-Homan,5/1/21,7558.5,5773.7,4608.2,207688
84,Peterson,5/1/21,1502,948.1,744.2,39246
85,Central,5/1/21,4683.2,3496.5,2623.1,126886
85A,North Central,5/1/21,256.8,153.9,0,5906
86,Narragansett/Ridgeland,5/1/21,739.7,0,0,14794
87,87th,5/1/21,4819.2,3618.1,2851.3,131583
88,Higgins,5/1/21,539.2,324.4,230.6,13790
90,Harlem,5/1/21,2392.7,1798.6,1268.8,64459
91,Austin,5/1/21,3039.3,1939.9,1416.2,78983
92,Foster,5/1/21,3020.5,2102.5,1650.7,80827
93,California/Dodge,5/1/21,1631.2,938.4,0,37315
94,California,5/1/21,5102.9,3001.3,2526.5,132223
95,95th,5/1/21,2509.1,2052,1565.6,69836
96,Lunt,5/1/21,381.8,0,0,7635
97,Skokie,5/1/21,1455.4,1048.8,801.2,39158
X98,Avon Express,5/1/21,17.7,12.5,0,404
100,Jeffery Manor Express,5/1/21,244.3,0,0,4886
103,West 103rd,5/1/21,863,576,399.4,22536
106,East 103rd,5/1/21,419.1,278.3,187.4,10898
108,Halsted/95th,5/1/21,324.8,0,0,6495
111,111th/King Drive,5/1/21,1256.4,878.4,657.5,33465
111A,Pullman Shuttle,5/1/21,150.1,147.2,112.3,4412
112,Vincennes/111th,5/1/21,640.9,399,264.8,16401
115,Pullman/115th,5/1/21,1071.9,823.2,632.1,29346
119,Michigan/119th,5/1/21,1720.4,1331.1,1018,47172
120,Ogilvie/Streeterville Express,5/1/21,66.5,0,0,1329
121,Union/Streeterville Express,5/1/21,67.4,0,0,1348
124,Navy Pier,5/1/21,372.4,824,480.1,14449
125,Water Tower Express,5/1/21,146.5,0,0,2931
126,Jackson,5/1/21,1785.1,1302.2,1012.1,48285
130,Museum Campus,5/1/21,0,147.2,205.2,558
134,Stockton/LaSalle Express,5/1/21,228.2,0,0,4563
135,Clarendon/LaSalle Express,5/1/21,348.8,0,0,6977
136,Sheridan/LaSalle Express,5/1/21,286,0,0,5719
143,Stockton/Michigan Express,5/1/21,251.1,0,0,5021
146,Inner Drive/Michigan Express,5/1/21,5506,5385.5,4184.5,162155
147,Outer Drive Express,5/1/21,5592.9,5018.5,3901.1,160357
148,Clarendon/Michigan Express,5/1/21,548.3,0,0,10966
151,Sheridan,5/1/21,6465.5,7333.4,5211.9,197248
152,Addison,5/1/21,3789.2,2277.9,1751.4,97681
155,Devon,5/1/21,3213.1,2683.4,2108.8,90332
156,LaSalle,5/1/21,927,0,0,18541
157,Streeterville/Taylor,5/1/21,1490,0,0,29801
165,West 65th,5/1/21,86.7,0,0,1735
169,69th-UPS Express,5/1/21,64.9,0,0,1299
171,U. of Chicago/Hyde Park,5/1/21,271.6,123.1,0,6047
172,U. of Chicago/Kenwood,5/1/21,428.7,184.8,169.6,10515
192,U. of Chicago Hospitals Express,5/1/21,222.8,0,0,4456
201,Central/Ridge,5/1/21,813,608.5,0,19303
206,Evanston Circulator,5/1/21,103.7,0,0,2074
1001,Shuttle/Special Event Route,5/1/21,62.7,268.6,82,3088
1,Bronzeville/Union Station,6/1/21,320.7,0,0,7055
2,Hyde Park Express,6/1/21,839.4,0,0,18467
3,King Drive,6/1/21,7733.9,5681.3,4714.3,211728
4,Cottage Grove,6/1/21,9508.7,7067.3,5368.2,258934
5,South Shore Night Bus,6/1/21,198,190.3,197.4,5908
6,Jackson Park Express,6/1/21,4501.6,4873.9,4184.7,135270
7,Harrison,6/1/21,1507.9,0,0,33173
8,Halsted,6/1/21,8152.3,6441.5,4586.4,223462
8A,South Halsted,6/1/21,1338.5,1137.7,847.7,37389
9,Ashland,6/1/21,9651.5,9674.7,8197.4,283822
X9,Ashland Express,6/1/21,3276.2,0,0,72077
10,Museum of S & I,6/1/21,293.4,391.1,451.4,9238
11,Lincoln,6/1/21,744.6,462.3,385.9,19774
12,Roosevelt,6/1/21,5468,3579.1,2721.7,145499
J14,Jeffery Jump,6/1/21,4493.1,2882.1,2300.5,119579
15,Jeffery Local,6/1/21,3282.8,2667.7,2208,91725
18,16th/18th,6/1/21,1653.8,1167.6,868.9,44530
20,Madison,6/1/21,6877.1,4611.8,3688.9,184499
21,Cermak,6/1/21,4596.4,3334.3,2578.9,124774
22,Clark,6/1/21,9455.7,8829.4,6953,271156
24,Wentworth,6/1/21,968.2,0,0,21301
26,South Shore Express,6/1/21,1851.6,0,0,40736
28,Stony Island,6/1/21,2496.2,1574.4,1353.7,66628
29,State,6/1/21,4722,4729.5,3602.5,137211
30,South Chicago,6/1/21,1209.9,907.8,465.6,32111
31,31st,6/1/21,199.5,0,0,4388
34,South Michigan,6/1/21,1877,1359.6,1144.4,51311
35,31st/35th,6/1/21,2002.8,1243.3,1108.6,53468
36,Broadway,6/1/21,7572.8,7607.1,6101,221434
37,Sedgwick,6/1/21,307.5,0,0,6765
39,Pershing,6/1/21,841.9,336.6,280.8,20993
43,43rd,6/1/21,663.9,396.5,314.5,17450
44,Wallace-Racine,6/1/21,1278.4,716.7,505.3,33012
47,47th,6/1/21,4871.5,3835.8,2964.3,134373
48,South Damen,6/1/21,275.4,0,0,6058
49,Western,6/1/21,8152.8,7280.7,5786,231628
49B,North Western,6/1/21,2848.1,2110.4,1941.7,78866
X49,Western Express,6/1/21,2284.6,0,0,50262
50,Damen,6/1/21,4710.7,2962.1,2214.5,124342
51,51st,6/1/21,646.6,490.7,356.7,17616
52,Kedzie,6/1/21,4166.8,2911,2137.9,111864
52A,South Kedzie,6/1/21,1868.8,1154.3,779.2,48849
53,Pulaski,6/1/21,8874.2,6432.1,5185.5,241703
53A,South Pulaski,6/1/21,3287.7,1862.4,1433.1,85512
54,Cicero,6/1/21,5156.5,3416.5,2996.7,139095
54A,North Cicero/Skokie Blvd.,6/1/21,327.4,0,0,7203
54B,South Cicero,6/1/21,1525.4,1234.5,888,42048
55,Garfield,6/1/21,4207.2,3234.9,3051.3,117704
55A,55th/Austin,6/1/21,102.1,0,0,2246
55N,55th/Narragansett,6/1/21,193.7,109.1,0,4697
56,Milwaukee,6/1/21,3987.9,2994.5,2491.4,109677
57,Laramie,6/1/21,962.3,507.7,347.6,24591
59,59th/61st,6/1/21,1362.7,917.2,0,33649
60,Blue Island/26th,6/1/21,4521.2,3085.8,2416.6,121476
62,Archer,6/1/21,4373.4,3377.4,2820.7,121007
62H,Archer/Harlem,6/1/21,497.3,246.3,0,11927
63,63rd,6/1/21,6735.3,4766.6,4204.4,184061
63W,West 63rd,6/1/21,727.2,383.7,331.6,18860
65,Grand,6/1/21,3326.8,2604.1,1954.8,91424
66,Chicago,6/1/21,9924,7876.5,5905.6,273457
67,67th-69th-71st,6/1/21,4202.7,3131.4,2496.3,114970
68,Northwest Highway,6/1/21,511.9,269.2,183.6,13072
70,Division,6/1/21,3853.9,2636.2,2222.8,104222
71,71st/South Shore,6/1/21,4154.2,3297.8,2588.3,114936
72,North,6/1/21,6924,5357.8,4795.7,192941
73,Armitage,6/1/21,2230.1,1296.3,1116.5,58713
74,Fullerton,6/1/21,5786.8,4633.5,3485.4,159784
75,74th-75th,6/1/21,3117.8,2452.6,1942.6,86172
76,Diversey,6/1/21,5816.2,3914.8,3028.3,155730
77,Belmont,6/1/21,9242.4,7249.1,5805.6,255553
78,Montrose,6/1/21,3114.3,2285.3,1888.4,85209
79,79th,6/1/21,10974.1,8495.1,6907,303038
80,Irving Park,6/1/21,5469.6,4244.2,3446.7,151096
81,Lawrence,6/1/21,6325,4998.3,4211.3,175989
81W,West Lawrence,6/1/21,792.7,528,358.9,20988
82,Kimball-Homan,6/1/21,7975.9,5803.9,4770.2,217765
84,Peterson,6/1/21,1591.6,968.2,755.4,41909
85,Central,6/1/21,4837.2,3331.6,2799.9,130945
85A,North Central,6/1/21,283.6,171.2,0,6924
86,Narragansett/Ridgeland,6/1/21,771.1,0,0,16964
87,87th,6/1/21,4905.4,3516.5,3073.7,134280
88,Higgins,6/1/21,569.3,309.5,240.6,14725
90,Harlem,6/1/21,2542.9,1798.2,1325.8,68440
91,Austin,6/1/21,3052.9,1755.3,1470.7,80068
92,Foster,6/1/21,3131.2,2093.8,1830.4,84583
93,California/Dodge,6/1/21,1576.8,887.8,0,38240
94,California,6/1/21,5293.9,2652,2666.7,137740
95,95th,6/1/21,2619.1,2057.3,1578.9,72165
96,Lunt,6/1/21,411.1,0,0,9044
97,Skokie,6/1/21,1561.3,1079.1,907.2,42295
X98,Avon Express,6/1/21,14.3,7.8,0,345
100,Jeffery Manor Express,6/1/21,228,0,0,5016
103,West 103rd,6/1/21,840.7,560.5,421.3,22422
106,East 103rd,6/1/21,418.3,215.2,199.2,10860
108,Halsted/95th,6/1/21,348,0,0,7655
111,111th/King Drive,6/1/21,1265,841.2,728.7,34109
111A,Pullman Shuttle,6/1/21,159.5,150.3,131.5,4637
112,Vincennes/111th,6/1/21,653.6,390.2,286.6,17087
115,Pullman/115th,6/1/21,1090.3,830.2,684.8,30046
119,Michigan/119th,6/1/21,1787.2,1369.6,981.1,48721
120,Ogilvie/Streeterville Express,6/1/21,88,0,0,1937
121,Union/Streeterville Express,6/1/21,112.8,0,0,2482
124,Navy Pier,6/1/21,601.1,1188.2,757.4,21007
125,Water Tower Express,6/1/21,210.5,0,0,4631
126,Jackson,6/1/21,1878.3,1151.1,1107.9,50358
130,Museum Campus,6/1/21,231.3,332.1,220.8,7300
134,Stockton/LaSalle Express,6/1/21,335,0,0,7371
135,Clarendon/LaSalle Express,6/1/21,459.3,0,0,10105
136,Sheridan/LaSalle Express,6/1/21,390.7,0,0,8596
143,Stockton/Michigan Express,6/1/21,289.5,0,0,6369
146,Inner Drive/Michigan Express,6/1/21,6521.8,5705.1,4658.8,184934
147,Outer Drive Express,6/1/21,6641.5,5575.3,4491.7,186380
148,Clarendon/Michigan Express,6/1/21,652.8,0,0,14362
151,Sheridan,6/1/21,7773.3,8978.3,6815.7,234188
152,Addison,6/1/21,4036.3,2707.4,2037.8,107780
155,Devon,6/1/21,3411.9,2786.9,2249.5,95208
156,LaSalle,6/1/21,1260.2,0,0,27725
157,Streeterville/Taylor,6/1/21,1600.1,0,0,35203
165,West 65th,6/1/21,93,0,0,2046
169,69th-UPS Express,6/1/21,91.3,19,0,2028
171,U. of Chicago/Hyde Park,6/1/21,176.6,83.3,0,4134
172,U. of Chicago/Kenwood,6/1/21,311.7,182.5,192.8,7790
192,U. of Chicago Hospitals Express,6/1/21,251.4,0,0,5531
201,Central/Ridge,6/1/21,819.6,569.5,0,20309
206,Evanston Circulator,6/1/21,100.6,0,0,2213
1001,Shuttle/Special Event Route,6/1/21,86.7,314.3,571.3,5450
1,Bronzeville/Union Station,7/1/21,384.1,0,0,8066
2,Hyde Park Express,7/1/21,1044.6,0,0,21936
3,King Drive,7/1/21,8487.1,6285.7,4836.3,233839
4,Cottage Grove,7/1/21,9687.1,7323.9,5627.9,268189
5,South Shore Night Bus,7/1/21,206.5,221.4,211.5,6500
6,Jackson Park Express,7/1/21,4680.5,5125,4248.6,145159
7,Harrison,7/1/21,1625.3,0,0,34132
8,Halsted,7/1/21,8592.2,6833.1,4767,238436
8A,South Halsted,7/1/21,1339.2,1134,816.5,37876
9,Ashland,7/1/21,10234.4,10748.1,8269.5,310010
X9,Ashland Express,7/1/21,3511.9,0,0,73750
10,Museum of S & I,7/1/21,428.3,482.6,521.6,14015
11,Lincoln,7/1/21,782.9,546.1,368.5,21014
12,Roosevelt,7/1/21,5532.4,3470.3,2649.9,146781
J14,Jeffery Jump,7/1/21,4553.6,2995.3,2327.6,122241
15,Jeffery Local,7/1/21,3658,2883.5,2152,101995
18,16th/18th,7/1/21,1756.8,1416.4,891.8,48434
19,United Center Express,7/1/21,71.4,4.1,0,75
20,Madison,7/1/21,7135.3,4991.1,3871.5,194155
21,Cermak,7/1/21,4721.4,3880.1,2638.5,131742
22,Clark,7/1/21,10122.1,9490,7513.3,297580
24,Wentworth,7/1/21,1026.3,0,0,21552
26,South Shore Express,7/1/21,2032,0,0,42673
28,Stony Island,7/1/21,2645.8,1840.4,1307.2,71300
29,State,7/1/21,5408.2,5429.7,3924.4,160344
30,South Chicago,7/1/21,1257.4,1077.2,445.8,34021
31,31st,7/1/21,203.8,0,0,4280
34,South Michigan,7/1/21,1992.2,1765,1027.6,55799
35,31st/35th,7/1/21,2176.9,1482,1071.3,58482
36,Broadway,7/1/21,7946,8194.3,6263.2,239154
37,Sedgwick,7/1/21,346.1,0,0,7268
39,Pershing,7/1/21,839.2,354.9,315.4,20975
43,43rd,7/1/21,696.2,412,285.3,18107
44,Wallace-Racine,7/1/21,1335.8,780.4,604.4,34975
47,47th,7/1/21,5168.7,3980.7,2917.1,143032
48,South Damen,7/1/21,286.5,0,0,6016
49,Western,7/1/21,8428.3,7892.6,5918.1,246047
49B,North Western,7/1/21,2952.4,2358.6,1927,83428
X49,Western Express,7/1/21,2325.2,0,0,48829
50,Damen,7/1/21,5053.7,3408.5,2573.7,136038
51,51st,7/1/21,654.8,496.7,335.1,17910
52,Kedzie,7/1/21,4289.4,2912.3,2129.4,115287
52A,South Kedzie,7/1/21,1996.8,1143,770.4,51501
53,Pulaski,7/1/21,9114.6,6875.2,5324,252403
53A,South Pulaski,7/1/21,3537.4,1938.4,1414.4,91049
54,Cicero,7/1/21,5335.9,3852.9,2795,145293
54A,North Cicero/Skokie Blvd.,7/1/21,348.1,0,0,7310
54B,South Cicero,7/1/21,1592.9,1334.4,854,44393
55,Garfield,7/1/21,4390.4,3536.5,2935.6,124558
55A,55th/Austin,7/1/21,108.4,0,0,2276
55N,55th/Narragansett,7/1/21,200.3,129.6,0,4854
56,Milwaukee,7/1/21,4357,3015.7,2427.8,118715
57,Laramie,7/1/21,1003.9,490.1,365.6,25361
59,59th/61st,7/1/21,1345.7,952.2,0,33020
60,Blue Island/26th,7/1/21,4987.7,3599.3,2586.6,135672
62,Archer,7/1/21,4910.6,3572.1,3009.7,136032
62H,Archer/Harlem,7/1/21,545.5,297.7,0,12944
63,63rd,7/1/21,7001.6,5343.7,4402.8,195767
63W,West 63rd,7/1/21,776,343.6,337.3,19700
65,Grand,7/1/21,3674,3167.5,2420.5,105094
66,Chicago,7/1/21,11132.2,8799,6865.1,312096
67,67th-69th-71st,7/1/21,4295.1,3317.9,2619.8,119886
68,Northwest Highway,7/1/21,537.1,276.2,208.6,13704
70,Division,7/1/21,3908,2991.6,2421.9,109135
71,71st/South Shore,7/1/21,4418.8,3760.4,2679.8,124997
72,North,7/1/21,7483.4,6562.9,5262.1,216276
73,Armitage,7/1/21,2405.3,1406.3,1198.2,63535
74,Fullerton,7/1/21,5995,4969.1,3449.5,167988
75,74th-75th,7/1/21,3131.8,2357.9,1929.2,87204
76,Diversey,7/1/21,6182.8,4584.5,3014.8,167836
77,Belmont,7/1/21,10018.3,8044.2,6039.1,280801
78,Montrose,7/1/21,3272.3,2581.5,2042.8,91841
79,79th,7/1/21,11492.2,9071.5,7000.7,321698
80,Irving Park,7/1/21,5841.5,4810.6,3549.1,164470
81,Lawrence,7/1/21,6652.1,5308.7,4423.3,188354
81W,West Lawrence,7/1/21,820.3,543.1,395.5,21920
82,Kimball-Homan,7/1/21,8260.4,6285.8,4921.4,229504
84,Peterson,7/1/21,1664.7,1070.4,839.7,44510
85,Central,7/1/21,5040.5,3773.3,2902.9,139232
85A,North Central,7/1/21,301.2,181.8,0,7234
86,Narragansett/Ridgeland,7/1/21,864.6,0,0,18157
87,87th,7/1/21,4840.9,3700.7,3048.2,135404
88,Higgins,7/1/21,607.3,348.4,269.6,15844
90,Harlem,7/1/21,2648.1,1933.8,1320.5,71882
91,Austin,7/1/21,3184.1,2062.5,1564.5,85002
92,Foster,7/1/21,3370.2,2334.7,1958,92238
93,California/Dodge,7/1/21,1738.1,987.1,0,41435
94,California,7/1/21,5484.2,3569.8,2829.2,147164
95,95th,7/1/21,2691.8,2190.2,1729.4,76125
96,Lunt,7/1/21,417,0,0,8756
97,Skokie,7/1/21,1621.2,1256.6,893.3,44794
X98,Avon Express,7/1/21,22.7,11.5,0,534
100,Jeffery Manor Express,7/1/21,225.8,0,0,4741
103,West 103rd,7/1/21,884.5,545.6,418.7,23397
106,East 103rd,7/1/21,439.3,275,212.7,11664
108,Halsted/95th,7/1/21,409.7,0,0,8603
111,111th/King Drive,7/1/21,1287.6,897.6,681.2,34932
111A,Pullman Shuttle,7/1/21,172.8,160.3,124.1,5050
112,Vincennes/111th,7/1/21,738.4,445.6,313.5,19303
115,Pullman/115th,7/1/21,1227.3,873,684.2,33559
119,Michigan/119th,7/1/21,1912.6,1284.1,1071,51941
120,Ogilvie/Streeterville Express,7/1/21,111.7,0,0,2347
121,Union/Streeterville Express,7/1/21,147.7,0,0,3101
124,Navy Pier,7/1/21,966.6,1427.2,1155.7,33213
125,Water Tower Express,7/1/21,282.7,0,0,5938
126,Jackson,7/1/21,1989.2,1429.5,1202.2,54933
130,Museum Campus,7/1/21,360.4,409.1,452.1,11875
134,Stockton/LaSalle Express,7/1/21,440,0,0,9241
135,Clarendon/LaSalle Express,7/1/21,610.6,0,0,12822
136,Sheridan/LaSalle Express,7/1/21,487.3,0,0,10234
143,Stockton/Michigan Express,7/1/21,421.2,0,0,8844
146,Inner Drive/Michigan Express,7/1/21,7340.6,6614,5045.4,212450
147,Outer Drive Express,7/1/21,6999.5,6009.3,4810.6,201089
148,Clarendon/Michigan Express,7/1/21,795.5,0,0,16707
151,Sheridan,7/1/21,8703.9,9919.6,7897.2,271866
152,Addison,7/1/21,4449.3,2739,2144.6,117854
155,Devon,7/1/21,3548.3,3098.4,2447,102240
156,LaSalle,7/1/21,1656.5,0,0,34787
157,Streeterville/Taylor,7/1/21,1777,0,0,37316
165,West 65th,7/1/21,91.2,0,0,1915
169,69th-UPS Express,7/1/21,54.2,18,0,1157
171,U. of Chicago/Hyde Park,7/1/21,90.7,0,0,1904
172,U. of Chicago/Kenwood,7/1/21,188.5,0,0,3959
192,U. of Chicago Hospitals Express,7/1/21,274.6,0,0,5766
201,Central/Ridge,7/1/21,749.5,571.5,0,18596
206,Evanston Circulator,7/1/21,90.8,0,0,1907
1001,Shuttle/Special Event Route,7/1/21,66.7,154.5,130.1,2824
1,Bronzeville/Union Station,8/1/21,394.5,0,0,8679
2,Hyde Park Express,8/1/21,1004.7,0,0,22104
3,King Drive,8/1/21,8290.8,6234.1,5229.3,233480
4,Cottage Grove,8/1/21,9716,7357.8,5779.4,272081
5,South Shore Night Bus,8/1/21,234.1,192.7,236.4,7103
6,Jackson Park Express,8/1/21,4674,5295.1,4068.8,144351
7,Harrison,8/1/21,2002,0,0,44045
8,Halsted,8/1/21,9412.8,7027.3,4555.8,257970
8A,South Halsted,8/1/21,1321.6,1118.7,819.8,37649
9,Ashland,8/1/21,10224.4,10572.9,9024.9,312352
X9,Ashland Express,8/1/21,3576,0,0,78672
10,Museum of S & I,8/1/21,400.4,377.8,350.9,11674
11,Lincoln,8/1/21,833,515.7,409.6,22437
12,Roosevelt,8/1/21,5873.3,3844.4,2852.5,158854
J14,Jeffery Jump,8/1/21,4659,2916.6,2396.1,126146
15,Jeffery Local,8/1/21,3710.2,2961.9,2162.6,104284
18,16th/18th,8/1/21,1886.2,1352.2,984.2,51825
20,Madison,8/1/21,7106.9,4793.6,3658.3,193819
21,Cermak,8/1/21,4908,3946.2,2904.2,138281
22,Clark,8/1/21,10080.8,9545.9,7769.6,298809
24,Wentworth,8/1/21,1116.3,0,0,24560
26,South Shore Express,8/1/21,2097.8,0,0,46151
28,Stony Island,8/1/21,2682.4,1724.5,1424.5,73032
29,State,8/1/21,5280.9,5737.9,3834.2,158302
30,South Chicago,8/1/21,1293.2,1109.9,510.7,35445
31,31st,8/1/21,228.8,0,0,5034
34,South Michigan,8/1/21,2101.5,1733.4,1110,58718
35,31st/35th,8/1/21,2318.4,1456,1249.5,63077
36,Broadway,8/1/21,7909.8,8777.8,7026.4,244260
37,Sedgwick,8/1/21,315.6,0,0,6943
39,Pershing,8/1/21,972.7,390,323.7,24578
43,43rd,8/1/21,735.3,378.2,294.2,19161
44,Wallace-Racine,8/1/21,1382.4,723.4,551.9,36065
47,47th,8/1/21,5385.2,3925.5,3050.2,149427
48,South Damen,8/1/21,322.8,0,0,7102
49,Western,8/1/21,8666.9,7633.4,6111.4,251762
49B,North Western,8/1/21,2994.4,2484.6,1895.9,85296
X49,Western Express,8/1/21,2485.3,0,0,54677
50,Damen,8/1/21,5270.1,3577,2681.6,143657
51,51st,8/1/21,696.7,541.5,382.8,19408
52,Kedzie,8/1/21,4524.6,3096,2144.9,122650
52A,South Kedzie,8/1/21,2068.6,1149.8,845.4,54336
53,Pulaski,8/1/21,9258,6804.5,5123.4,256510
53A,South Pulaski,8/1/21,3709.9,2040,1453.1,97044
54,Cicero,8/1/21,5316,3793,2834.6,146296
54A,North Cicero/Skokie Blvd.,8/1/21,376.7,0,0,8288
54B,South Cicero,8/1/21,1547.7,1259.9,936.3,43771
55,Garfield,8/1/21,4507.7,3475.4,3063.9,128391
55A,55th/Austin,8/1/21,109.9,0,0,2419
55N,55th/Narragansett,8/1/21,225.3,146,0,5541
56,Milwaukee,8/1/21,4436.8,3464.3,2664.6,124790
57,Laramie,8/1/21,1016.5,459.1,332.6,25861
